platform,search_keyword,title,price,deadline,category,applicants,posted_date,url,description,ai_score,ai_reason,price_yen
ランサーズ,LINE Bot,オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事 [美容室・サロン],"198,000円",,,,,https://www.lancers.jp/work/detail/5500366,"クラウドソーシング ランサーズ  仕事を探す  Web制作・Webデザインの仕事  ウェブサイト制作・デザインの仕事  ランディングページ (LP) 制作の仕事  オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事・依頼
オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成の仕事 [美容室・サロン]

オンライン診断によるオーダーメイド育毛剤作成サービス「GAGA direct」のLP作成に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、ランディングページ (LP) 制作に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

ランディングページ (LP) 制作に関連した他の仕事を探す
ホームページ制作・作成
Web (ウェブ) デザイン
HTML・CSSコーディング
CMS構築・WordPress制作・導入
UIデザイン・設計
Webディレクション
レスポンシブサイト制作
ドメイン取得・移行
サーバー構築・管理・運用
データベース設計・構築
依頼の募集内容

 報酬金額

198,000円

 募集期間

7日間

 提案数

5 件

募集している提案(一部)

非公開の提案です

非公開の提案です

非公開の提案です

非公開の提案です

非公開の提案です

この案件の内容を参考に募集する
案件に提案したい
詳しい依頼の募集内容
依頼主の業種
美容室・サロン
概要・特徴
女性の育毛に特化した美容院を経営している株式会社GAGAHIRANOです。
店舗では専門家が頭皮の状態をチェックし、症状に合わせてオーダーで育毛剤を作成しており、累計来院数は約６０００件ほどになります。
弊社の育毛剤の特徴は、商品名にもある通り、カウンセリングをさせて頂きお客様一人一人の頭皮の症状を把握し、症状に合わせてオーダーで育毛剤を調合することです。
このオフラインでの事業をご来店できないお客様や来店ハードルを越えられない潜在顧客に対してオンライン上でアプローチしていきたいです。
依頼詳細
オンライン育毛サービス「GAGA direct」の販促LPの作成をお願いいたします。

・ターゲットは４０〜５９歳の薄毛や抜け毛に悩む女性。

・コンプレックス深度は医療機関を受診するほどでは無いけど、市販の育毛剤などを使いセルフケアしても効果が感じられなく、誰かに「相談したい」がメインの悩み。

とっかかりは弊社のオーダーメイド育毛剤をきっかけにして欲しいが、潜在顧客の「誰かに相談したい」という悩みにフォーカスしたいので、365日ライン相談を受け付けてます。
なので、「お客様のお悩み、私たちが伴走させて頂きます」みたいな深層心理の悩みを解決するサービスである事をアピールしたい。

ランディングから購入、アフターサポートの流れ
ペイド広告からLPランディング→LP上でチャットbotの診断によるアナタの頭皮タイプ別診断→購入→公式LINEに誘導→弊社専門スタッフが伴走

この中の【チャットbot診断が入った販促LP制作】をお願いしたいです。

詳細の質問事項や発注用のワイヤーは大方できております。



サイトURL
https://www.gaga-hirano.com/scalp-care-online-service
ページ数
1ページ
希望イメージ
シンプル
複雑
単色
カラフル
暗い
明るい
日常
高級
遊び心
厳粛
未来的
伝統的
女性的
男性的
希望する色
黒、金
納品ファイル
設定なし
補足説明
設定なし
この仕事に似たランディングページ (LP) 制作の他の仕事を探す
色
黒
金
イメージ
女性的
依頼のジャンル
美容室・サロン",235,"マッチ: コーディング, html, css, lp, ランディングページ",198000
CrowdWorks,Webサイト制作 納品,教育系サービスWebサイト制作,"132,000円",2026年03月04日,WordPress制作・導入,60人,2026年02月27日,https://crowdworks.jp/public/jobs/12958400,"教育系サービスWebサイト制作 WordPress制作・導入の仕事の依頼
あきお6666
 (9件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
132,000円


納品希望日
	-

掲載日
	2026年02月27日

応募期限
	2026年03月04日
希望イメージ	
単色
カラフル
シンプル
複雑
気軽
厳粛
リーズナブル
高級
伝統的
先進的
女性的
男性的
応募状況
応募した人 60 人契約した人 0 人募集人数 1 人気になる！リスト 29 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
依頼の目的

新規プロジェクトの立ち上げに伴い、教育系サービスのWebサイト制作（WordPress）をお願いできる方を募集します。

既存サイトからのリニューアルとなりますが、構成やデザインを一新し、SWELLを使用してシンプルかつコンバージョン率の高いサイトを構築していただきます。
※秘匿性の高い案件のため、詳細なURLや社名はご契約後に共有いたします。

制作内容

使用テーマ： SWELL（当方で用意済み）
ページ数： 14ページ前後
内容： TOP、サービス詳細、料金、よくある質問、お知らせ、フォーム等
素材： 写真、テキスト原稿はこちらで用意します。
デザイン： 清潔感があり、信頼感・安心感を感じさせるデザイン。

納期
最終納品：2026年3月16日（月）
※4月のサービス開始に合わせるため、デッドライン厳守でお願いします。

契約金額
132,000円（税込・システム利用料込）

応募条件
SWELLでの構築実績が豊富な方。
スピーディーに作業を進められる方。
納期を必ず守れる責任感のある方。
応募時のお願い
SWELLで制作したポートフォリオ（URL）を提示してください。
3月16日までの完納が可能であることを明記してください。
秘密保持を守れる方のみご応募ください。
クライアント情報
あきお6666
ありがとう 12 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
16 件
プロジェクト完了率
57 %
WEBマーケティング会社
・サイト制作
・ECサイト製作
・SEO対策
・MEO対策
・ライティング
・SNSマーケティング
・経営コンサルティング
様々な業務で長く繋がれる方を募集しております。

あきお6666の詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 (株)スマートマッチング	2026/03/01 08:40
 矢島＠丁寧Web制作	2026/03/01 07:19
 みさわ｜Web制作歴8年	2026/03/01 07:00
 koutaou	2026/03/01 00:16
 野嶋@HP制作&集客4年	2026/02/28 22:26
 MediaForce1	2026/02/28 21:37
 yuta_otomo29	2026/02/28 19:09
 せと@SE4年WEB制作	2026/02/28 18:57
 Losta.Inc	2026/02/28 16:38
 柳谷@WEB制作	2026/02/28 16:34
 moreonedream	2026/02/28 16:26
 WEBLYRIC	2026/02/28 15:54
 WebNova	2026/02/28 15:36
 honky	2026/02/28 14:01
 elpam_311	2026/02/28 12:57
 いけたか	2026/02/28 12:11
 高尾＠SE2年Web制作	2026/02/28 09:25
 加藤 集客WEB制作	2026/02/28 09:21
 いしい＠誠実Web制作	2026/02/28 08:11
 REAL. Yokota	2026/02/28 08:07

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
ホームページ制作・Webデザインの他の求人・仕事を探す
すべての仕事カテゴリ
ホームページ制作・Webデザイン
WordPress制作・導入
ホームページ作成
Webデザイン
WordPress制作・導入
LP（ランディングページ）制作・デザイン
HTML・CSSコーディング
Webサイト修正・更新・機能追加
アイコン・ボタン・ヘッダー制作
CMS導入
モバイルサイト・スマートフォンサイト制作
UI/UX設計・デザイン
インタラクションデザイン
オウンドメディア制作",280,"マッチ: コーディング, html, css, lp, ランディングページ",132000
CrowdWorks,LINE Bot 開発,LINE公式アカウント診断Bot開発（復縁診断・エンジェルナンバー診断・血液型×星座診断）,"100,000円",2025年07月30日,AI・チャットボット開発,32人,2025年07月16日,https://crowdworks.jp/public/jobs/12287764,"LINE公式アカウント診断Bot開発（復縁診断・エンジェルナンバー診断・血液型×星座診断） AI・チャットボット開発の仕事の依頼
WEBBOX合同会社 
認定クライアント
 (258件のレビュー) 本人確認済み 発注ルールチェック済み
仕事の概要
固定報酬制
	
100,000円 〜 150,000円


納品希望日
	-

掲載日
	2025年07月16日

応募期限
	2025年07月30日
応募状況
応募した人 32 人契約した人 0 人募集人数 1 人気になる！リスト 14 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
当方のLINE公式アカウント内で、以下3種類の診断を完結できるBotの開発をお願いしたいです。

【診断機能概要】
復縁診断
ユーザーが質問に回答
スコアを計算
相性パーセンテージを算出
診断結果をメッセージ送信

エンジェルナンバー診断
生年月日を入力
運命数を計算（1〜9）
数字に応じた結果メッセージ送信

血液型×星座診断
自分と相手の血液型・星座を選択
相性スコア算出
結果メッセージ送信

【LINE Bot機能要件】
ユーザーとの対話形式で診断を進行
回答内容を変数で保持
結果をパーセンテージ・診断コメントで分岐
Flex Messageを活用したリッチ表示（可能なら）
診断履歴はCSV or DB保存
ステップ配信（翌日・3日後メッセージ）設定

【動作イメージ】
ユーザーが「診断スタート」と入力
Botが質問を一つずつ送信
回答ごとに変数を格納
診断ロジックでスコア算出
結果メッセージ送信（占い的テキスト含む）
ステップ配信でフォローアップ

【開発環境】
LINE Messaging API
Node.js / Firebase Functions / PHPなど
データ保存：Firestore / MySQL / Googleスプレッドシート

【納品物】
LINE Botソースコード一式
デプロイ設定
簡易マニュアル（運用方法）
テスト環境での動作確認

【予算感】
・全3診断Bot開発：3つ

【応募条件】
・LINE Messaging APIの開発経験がある方
・診断Botの実装経験がある方歓迎
・進捗報告が丁寧にできる方

【応募の際にご提示いただきたい内容】
類似開発実績（URL・ポートフォリオ）
概算お見積り
想定納期

【備考】
・診断ロジック・テキストは支給します
・イメージに近い診断Botがあれば共有ください
・不明点は事前に質問ください
・必要な画像などあればこちらで作成いたします
クライアント情報
WEBBOX合同会社
認定クライアント
ありがとう 131 件
本人確認済み
発注ルールチェック済み
総合評価
4.9
募集実績
335 件
プロジェクト完了率
92 %
複数の企業様メディアを運営しています。
WEBBOX合同会社の詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 SilverHomura	2025/07/30 22:15
 Koharu0522	2025/07/30 09:59
 koheimizuno	2025/07/30 07:11
 NKKTech	2025/07/24 19:36
 龍太郎_Hoba	2025/07/24 15:36
 wood_pecker1	2025/07/21 22:40
 ウエ＠プロモ	2025/07/20 13:55
 RAPTURE_MK	2025/07/19 12:25
 Masato_CW	2025/07/18 09:08
 sato_C121	2025/07/18 08:49
 Mobile_CW	2025/07/18 08:46
 Gaga_CW	2025/07/18 03:06
 Code_Fighter	2025/07/18 01:01
 匠梟_Code	2025/07/18 00:13
 Koharu522	2025/07/17 23:34
 ルビーRED	2025/07/17 11:25
 youichiizumi	2025/07/17 10:12
 cL0VEr	2025/07/17 08:46
 （退会済み）	2025/07/16 18:14
 Kaiyama02	2025/07/16 15:13

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
AI（人工知能）・機械学習の他の求人・仕事を探す
すべての仕事カテゴリ
AI（人工知能）・機械学習
AI・チャットボット開発
機械学習・ディープラーニング
ChatGPT開発
AI・チャットボット開発
AIアノテー",325,"マッチ: api, node, bot, チャットボット, chatgpt",100000
ランサーズ,LINE Bot,【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事 [資格・習い事],"100,000円",,,,,https://www.lancers.jp/work/detail/5453785,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  AI (人工知能)・機械学習・ChatGPTの仕事  ChatGPT開発の仕事  【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事・依頼
この募集は2025年12月20日に終了しました。
【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事 [資格・習い事]

【AIシステム構築】次のテストに向けた宿題自動出題システムに関する仕事・募集案件ページです。クラウドソーシングのランサーズで、ChatGPT開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

ChatGPT開発に関連した他の仕事を探す
AIチャットボット開発
機械学習・ディープラーニング
AIアノテーション
見積もり募集の結果

 募集期間

5日間

 提案数

54件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
資格・習い事
提示した予算
100,000円 ~ 200,000円
依頼概要
【依頼概要】
・依頼の背景：
教育現場や家庭での学習支援を目的とし、AIを活用して効率的に宿題を出題するシステムを構築したいと考えています。
宿題をデータは最初から限定（決まった指定のテキストから）出すと決まっていますので、
データをすべてインプットすることは可能です。PDFデータすべて完備


環境：生徒と教師はLINEで繋がっていますので、LINEが理想です。
　　　UIをロボットと見せるのは、少し不安なので、アプリでもいいかなと想像しています
　　　LINEでも可


弊社側で所有している教材のデータすべてご共有します。

・詳しい依頼内容：
ユーザーが指定した科目やレベルに応じて、自動的に宿題を生成し、次回のテスト準備をサポートする機能を持つシステムの開発を希望しています。具体的には、問題作成アルゴリズムやデータベースとの連携が必要です。

・必要なスキル：
AIプログラミング、データベース管理、API連携、少しの教育関連知識が求められます。なければこちらでサポートしますので、ご安心ください

【サイトの種類】
チャットボット連携（Slackとの連携など）
効率化システム開発

【連携する媒体】
Gmail
Google spreadsheet
LINE bot

【希望するスキル】
Python

【用意しているもの】
仕様書

【継続した開発が必要か】
わからないので相談したい

【依頼先選びで重視する点】
こまめな連絡
業務経験・知識

（自動メッセージ）選定期限を経過しても当選決定やキャンセルが行われなかったため、自動キャンセルとなりました。
この仕事に似たChatGPT開発の他の仕事を探す
エリア
熊本県",250,"マッチ: python, api, bot, チャットボット, chatgpt",100000
CrowdWorks,Webサイト制作 納品,皮膚科・美容皮膚科クリニックのWebサイト制作（7月末納期）,"100,000円",2025年03月06日,ホームページ作成,74人,2025年02月20日,https://crowdworks.jp/public/jobs/11815006,"皮膚科・美容皮膚科クリニックのWebサイト制作（7月末納期） ホームページ作成の仕事の依頼
skin_care1
 (69件のレビュー) 本人確認済み 発注ルールチェック未回答
仕事の概要
固定報酬制
	
100,000円 〜 300,000円


納品希望日
	-

掲載日
	2025年02月20日

応募期限
	2025年03月06日
応募状況
応募した人 74 人契約した人 0 人募集人数 1 人気になる！リスト 24 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
【 概要 】

この度、新宿エリアにて皮膚科・美容皮膚科クリニックの開業を予定しており、ホームページ（HP）を制作していただける方を募集いたします。保険診療と自費診療を1:1程度の割合で行う予定です。


【 依頼内容 】

WordPressを用いたホームページの制作
新規デザイン（テンプレート使用可、カスタマイズ前提）
レスポンシブ対応（PC、スマートフォン、タブレット）
SEO対策を意識したサイト構成
コンテンツの初期投入（クリニック紹介、診療内容、アクセス情報、疾患紹介ページ、治療紹介ページ等）
予約導線
クリニック運営に必要な機能（相談可）


【 求めるスキル 】
WordPressを用いたWebサイト制作の実務経験
レスポンシブWebデザインの知識
SEO対策の基礎知識


【必須】
皮膚科クリニック、美容皮膚科クリニックのWebサイト制作経験
（保険診療＋自費診療の経験ありだと尚可）
コミュニケーション能力（円滑な意思疎通ができる方）
納期を厳守できる方
日中の稼動がとれる方


【 デザインイメージ 】

ターゲット層：20〜40代
イメージ：清潔感、信頼感


【 納期 】
2025年7月末までに納品希望


【 契約金額(税抜) 】
10万円〜 くらいで見積もりをお願いします。（※経験・スキルに応じてご相談）


※契約金額（税込）からシステム利用料を差し引いた金額が、ワーカーさまの受取金額となります


【 応募方法 】


簡単な自己紹介や実績、ポートフォリオをご提示ください。


条件提示にてお見積もり金額を入力してください。


この仕事の特徴
専門スキル歓迎
ターゲット像

20代 30代 40代
女性

用意してある素材
なし
必要なページ
ワーカーにお任せ
納品方法
ワーカーにお任せ
クライアント情報
skin_care1
ありがとう 48 件
本人確認済み
発注ルールチェック未回答
総合評価
4.8
募集実績
103 件
プロジェクト完了率
93 %
skin_care1の詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 あ'z	2025/03/05 23:46
 株式会社Ｎｏｓｈ	2025/03/05 07:54
 miko78	2025/03/04 16:46
 global-web	2025/03/03 17:10
 GrooveOneFC.	2025/03/02 19:14
 ks_webloom	2025/02/28 21:54
 ウェブの世界	2025/02/26 16:54
 三澤　丘宗	2025/02/26 13:21
 創始lab	2025/02/25 14:14
 中田＠Web制作丁寧対応	2025/02/24 09:39
 むらた/WEBデザイナー	2025/02/23 16:04
 sugiura1008	2025/02/23 11:55
 野嶋@HP制作&集客4年	2025/02/23 08:43
 ユ）アスーカル 岡	2025/02/22 09:43
 baseballmasato02	2025/02/22 05:24
 koutaou	2025/02/22 01:27
 キタムラWeb制作所	2025/02/21 20:32
 EVENING Inc	2025/02/21 18:47
 INOTEM	2025/02/21 18:25
 夏樹　大	2025/02/21 15:52

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
ホームページ制作・Webデザインの他の求人・仕事を探す
すべての仕事カテゴリ
ホームページ制作・Webデザイン
ホームページ作成
ホームページ作成
Webデザイン
WordPress制作・導入
LP（ランディングページ）制作・デザイン
HTML・CSSコーディング
Webサイト修正・更新・機能追加
アイコン・ボタン・ヘッダー制作
CMS導入
モバイルサイト・スマートフォンサイト制作
UI/UX設計・デザイン
インタラクションデザイン
",245,"マッチ: コーディング, html, css, lp, ランディングページ",100000
CrowdWorks,データ加工 変換,【急募】エクセルデータをPDF変換ツール開発 - Pythonエンジニア募集,"100,000円",2025年05月06日,業務システム・ソフトウェア,73人,2025年04月22日,https://crowdworks.jp/public/jobs/12018638,"【急募】エクセルデータをPDF変換ツール開発 - Pythonエンジニア募集 業務システム・ソフトウェアの仕事の依頼
kochansoft_cw
 (0件のレビュー) 本人確認済み 発注ルールチェック未回答
仕事の概要
固定報酬制
	
100,000円 〜 150,000円


納品希望日
	-

掲載日
	2025年04月22日

応募期限
	2025年05月06日
応募状況
応募した人 73 人契約した人 0 人募集人数 1 人気になる！リスト 47 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
仕事内容エクセルファイルから社員情報を抽出し、見やすいPDFレポートに自動変換するツールの開発をお願いします。人事部門での利用を想定しており、月次レポートや社内資料作成の効率化が目的です。

当方システム開発の素人ですので、よりよい方法があればご提案ください。

求めるスキル・経験Python?提案してください。pandas, openpyxl などのExcel操作ライブラリの使用経験ReportLab, PyPDF2 などのPDF生成ライブラリの使用経験データ加工・整形の経験シンプルなUI開発経験があれば尚可成果物エクセルからPDFへの変換ツール（ソースコード一式）簡単な操作マニュアル動作確認用サンプルデータ


報酬予算: 50,000円〜150,000円使用予定のライブラリと開発方針の簡単な説明開発期間の見積もりご応募お待ちしております。

まずは気軽にご連絡ください。
クライアント情報
kochansoft_cw
ありがとう 8 件
本人確認済み
発注ルールチェック未回答
総合評価
-
募集実績
1 件
プロジェクト完了率
-
kochansoft_cwの詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 hiroaki_kat	2025/05/06 22:49
 nagayu0818	2025/05/06 12:01
 ソネット	2025/05/05 01:27
 wizard_Oz	2025/05/04 17:43
 jackccb1981	2025/05/02 23:46
 masa01dec	2025/05/02 16:29
 msecw	2025/05/02 11:01
 中島琉生	2025/05/01 09:51
 achosystems	2025/04/30 18:50
 tapiokao	2025/04/30 14:05
 stamago1022	2025/04/30 10:28
 yiminz199	2025/04/29 11:34
 Soarデジタルワークス	2025/04/28 12:39
 u575153e	2025/04/27 19:08
 春名大成	2025/04/27 13:31
 sweetman7280	2025/04/26 01:17
 office_mi	2025/04/25 21:05
 sam8helloworld	2025/04/25 17:34
 tatsuki0502	2025/04/25 00:07
 etakuma0629	2025/04/24 23:42

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
システム開発の他の求人・仕事を探す
すべての仕事カテゴリ
システム開発
Web開発・システム設計
サイト構築・ウェブ開発
業務システム・ソフトウェア
サーバー・ネットワーク構築
データベース設計・構築
Excel VBA・マクロ開発
スクレイピング・データ収集
Webプログラミング
プロジェクトマネジメント・要件定義
プログラミング講師・メンター
その他（システム開発）
AWS構築・WAF導入
株・FX・仮想通貨ツール開発
顧客管理・CRMシステム開発
Salesforce・SFAシステム開発
受発注システム開発
予約システム開発
勤怠管理システム開発
レスポンシブサイト制作
メタバース開発",225,"マッチ: python, スクレイピング, api, vba, excel",100000
ランサーズ,自動化 ツール,Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン],"100,000円",,,,,https://www.lancers.jp/work/detail/5500360,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  業務システム・ツール開発の仕事  予約システム開発の仕事  Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事・依頼
Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン]

Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、予約システム開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

予約システム開発に関連した他の仕事を探す
顧客管理・CRMシステム開発
Salesforce・SFAシステム開発
受発注システム開発
勤怠管理システム開発
見積もり募集の結果

 募集期間

7日間

 提案数

27件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
美容室・サロン
提示した予算
100,000円 ~ 200,000円
依頼概要
【概要】
新規オープン（８〜１０月）の無人よもぎ蒸しサロン（4室）において、予約から鍵発行、顧客通知までの自動化システム構築をお願いいたします。
参考設計あり
https://docs.google.com/spreadsheets/d/1gjZOVFN_yFQ_o3u0bZSC8Y3ahiaoLw1YJh0gQC0_KuU/edit?gid=0#gid=0

【使用ツール】
予約・決済： Square
自動化ハブ： Make (旧Integromat)
スマートロック： RemoteLOCK (API連携)
通知： LINE Messaging API

【主な実装内容】
設計書に基づき、Makeを用いて以下のシナリオを構築していただきます。
予約・決済連携： Square Webhookを受信し、決済状況を判定。
未来予約制限： Square APIを叩き、顧客ごとの同時予約数をカウント・制限。
部屋割り自動判定： 予約開始時刻（20分刻み）に基づき、1〜4号室を自動割り当て。
鍵発行： RemoteLOCK APIを叩き、予約時間のみ有効なPINコードを発行。
LINE通知： 鍵番号・部屋番号・案内文を顧客へ自動送信。
会員管理： サブスク決済失敗時のタグ削除・予約強制キャンセル処理。

【提出物】
Makeシナリオ一式（設定完了状態）

【応募条件】
Make（Integromat）によるAPI連携の実装経験がある方
SquareまたはRemoteLOCKのAPI利用経験がある方（優遇）
エラー処理（リトライ設定等）を適切に考慮できる方
一時停止の理由：内容を変更するため
この仕事に似た予約システム開発の他の仕事を探す
エリア
岡山県",130,"マッチ: api, 自動化, ツール開発, line",100000
ランサーズ,WordPress,【急募】整骨院HPのCMSをMODXからWordPressに移行したいの仕事 [美容室・サロン],"100,000円",,,,,https://www.lancers.jp/work/detail/5500710,お世話になっております。 当アカウントをご覧いただきありがとうございます。 当社は、Python・機械学習... もっと見る,80,"マッチ: python, wordpress",100000
ランサーズ,Shopify,【Shopifyデザイナー募集】BtoB/C複合型サービスサイトのデザイン（コーディングなし）の仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5498981,Web事業「monte」代表の山田啓輔と申します。 制作実績200件以上、集客につながるホームページ制作を強みに... もっと見る,80,"マッチ: コーディング, shopify",100000
ランサーズ,スクレイピング,【予算ご提案下さい】有名アスリートと契約するアパレルブランドでのAIを活用したリール動画生成システムの仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5499578,クラウドワークスでは、エンジニア契約ランキング全国４位に選んでいただきました。 ******** はじめま... もっと見る,45,マッチ: ai,100000
ランサーズ,LP コーディング,【急募】遺品整理会社設立に向けたLP制作・運用支援者募集の仕事 [清掃・設備・警備],"100,000円",,,,,https://www.lancers.jp/work/detail/5500364,プロフィールをご覧いただきありがとうございます！ Studioクリエイターの萩野谷 優希（はぎのや ゆうき）と申... もっと見る,45,マッチ: lp,100000
ランサーズ,WordPress,【急募】提供するURLサイトと同じデザインで注文送信機能を実装（3/4の納期最優先）の仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5500112,ご要望を丁寧にヒアリングし、進捗共有を徹底して誠実に対応します。 表示速度・保守性も意識し、パフォーマンスに配慮... もっと見る,25,マッチ: ,100000
CrowdWorks,AI開発 ChatGPT,【未経験OK｜AIエンジニア募集】 ChatGPT×自動化で「実務案件」を一緒に進めませんか？,"50,000円",2026年03月02日,サイト構築・ウェブ開発,73人,2026年02月16日,https://crowdworks.jp/public/jobs/12930600,"【未経験OK｜AIエンジニア募集】 ChatGPT×自動化で「実務案件」を一緒に進めませんか？ サイト構築・ウェブ開発の仕事の依頼
Job35423
 (0件のレビュー) 本人確認未提出 発注ルールチェック済み
仕事の概要
固定報酬制
	
50,000円 〜 100,000円


納品希望日
	-

掲載日
	2026年02月16日

応募期限
	2026年03月02日
応募状況
応募した人 73 人契約した人 0 人募集人数 10 人気になる！リスト 93 人
この仕事に応募したクラウドワーカーを見る 
仕事の詳細
はじめまして。

法人向けAI開発・業務自動化を行っている Startemy です。

現在、ChatGPTや最新AIツールを活用した実務案件 が増えており、
一緒に開発を進めていただける AIエンジニア志向の方 を募集しています。

◾️ 主な業務内容

以下のような業務を、AIツールを活用しながら進めていただきます。

ChatGPTを活用した業務用チャットボット構築
AIによる業務自動化（GAS / ノーコード含む）
Web・LP制作（AI生成 × フロント実装）
要件整理・仕様書作成（AI補助あり）

※最初からすべてできる必要はありません
※未経験・初級者OK

◾️ この募集の特徴

実案件ベースで学べる
AIを使った開発フローを実務で習得
提案・要件整理・納品まで一連を経験
将来的にクラウドワークス等での案件獲得を目指せる

「学習だけで終わらせず、仕事にできる力を身につけたい方」に向いています。

◾️ こんな方におすすめ

独学で限界を感じている
AIを使ってエンジニアとして収益化したい
クラウドワークスで案件が取れない
実務経験・実績を作りたい
将来的に副業・独立を目指したい

◾️応募条件

PCをお持ちの方
基本的なITリテラシー、学ぶ意欲がある方

※プログラミング未経験でもOK
※学生・社会人どちらも歓迎◾️応募方法

まずは簡単なアンケートにご回答ください。
内容を拝見し、詳細をご案内いたします。

◾️アンケート内容（応募時に記載）

現在のスキルレベル（未経験 / 独学 / 実務経験あり）
AIツールの使用経験（あれば）
副業 or 本業どちらを目指しているか
週に確保できる作業時間

※定員に達し次第、募集を終了します
※条件によりご案内できない場合があります

皆様のご応募お待ちしております！
クライアント情報
Job35423
ありがとう 4 件
本人確認未提出
発注ルールチェック済み
総合評価
-
募集実績
2 件
プロジェクト完了率
-
Job35423の詳細を見る
 
最近応募したクラウドワーカー
クラウドワーカー	応募日時
 Hounatsu	2026/03/01 06:49
 Takahashi958	2026/02/28 23:08
 nakamoto49	2026/02/27 22:52
 naolinlin	2026/02/27 21:54
 RobotMaster1	2026/02/27 16:50
 水野 巧	2026/02/26 22:50
 Yamamoto271828	2026/02/26 21:40
 hito1108	2026/02/26 20:39
 nakadou	2026/02/25 23:28
 クラフトワーク	2026/02/25 21:37
 佐藤五郎	2026/02/25 21:13
 zxiaoxi01	2026/02/25 12:00
 tak0110	2026/02/25 07:21
 masa0333	2026/02/25 01:45
 ToshikiWork	2026/02/24 21:50
 森山彰親	2026/02/24 17:38
 koji0626	2026/02/24 08:44
 yokoyama.junki	2026/02/24 02:23
 wedama	2026/02/24 00:59
 cocoroko1004	2026/02/22 23:19

会員登録してさっそく仕事に応募しよう！

会員登録（無料）

SNSアカウントで利用（無料）

Facebook
Yahoo!ID
Google
システム開発の他の求人・仕事を探す
すべての仕事カテゴリ
システム開発
Web開発・システム設計
サイト構築・ウェブ開発
業務システム・ソフトウェア
サーバー・ネットワーク構築
データベース設計・構築
Excel VBA・マクロ開発
スクレイピング・データ収集
Webプログラミング
プロジェクトマネジメント・要件定義
プログラミング講師・メンター
その他（システム開発）
AWS構築・WAF導入
株・FX・仮想通貨ツ",340,"マッチ: スクレイピング, lp, gas, vba, excel",50000
